family	suite_harness	kani_harness	rc	wall_s	verdict	status	kaniraw_new
xid8snap	proofs::cover_bsearch_case_split	proofs::cover_bsearch_case_split	0	1	VERIFICATION:- SUCCESSFUL	RAN	1
xid8snap	proofs::cover_parse_case_split	proofs::cover_parse_case_split	0	1	VERIFICATION:- SUCCESSFUL	RAN	1
xid8snap	proofs::eq_full_xid_from_allowable_at	proofs::eq_full_xid_from_allowable_at	0	10	VERIFICATION:- SUCCESSFUL	RAN	1
xid8snap	proofs::eq_parse_snapshot_len0	proofs::eq_parse_snapshot_len0	0	4	VERIFICATION:- SUCCESSFUL	RAN	1
xid8snap	proofs::eq_snapview_layout	proofs::eq_snapview_layout	0	3	VERIFICATION:- SUCCESSFUL	RAN	1
xid8snap	proofs::eq_strtou64_len6	proofs::eq_strtou64_len6	0	6	VERIFICATION:- SUCCESSFUL	RAN	1
