family	harness	tier	expected	outcome	wall_s	timeout_s	verdict	log
float-agg	proofs::eq_check_float8_array_t3	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__eq_check_float8_array_t3_.log
datetime-b	rem::eq_interval_send	unmeasured	unmeasured	unmeasured-green	361	600	VERIFICATION:- SUCCESSFUL	datetime-b--rem__eq_interval_send_.log
float-agg	proofs::eq_check_float8_array_t6	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__eq_check_float8_array_t6_.log
float-agg	proofs::eq_finals_nullity_t3	unmeasured	unmeasured	unmeasured-failed	10	600	VERIFICATION:- FAILED	float-agg--proofs__eq_finals_nullity_t3_.log
float-agg	proofs::eq_finals_nullity_t6	unmeasured	unmeasured	unmeasured-failed	10	600	VERIFICATION:- FAILED	float-agg--proofs__eq_finals_nullity_t6_.log
float-agg	proofs::eq_regr_r2_horizontal	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__eq_regr_r2_horizontal_.log
float-agg	proofs::eq_regr_sxx	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__eq_regr_sxx_.log
datetime-b	rem::eq_timetz_send	unmeasured	unmeasured	unmeasured-green	291	600	VERIFICATION:- SUCCESSFUL	datetime-b--rem__eq_timetz_send_.log
float-agg	proofs::eq_regr_sxy	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__eq_regr_sxy_.log
float-agg	proofs::eq_regr_syy	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__eq_regr_syy_.log
float-agg	proofs::grid_covar_pop	unmeasured	unmeasured	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__grid_covar_pop_.log
float-agg	proofs::grid_avg	unmeasured	unmeasured	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	float-agg--proofs__grid_avg_.log
