family	harness	outcome	wall_s	timeout_s	verdict	job
aclcheck	proofs::eq_has_schema_privilege_name_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_sequence_privilege_id_id	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_sequence_privilege_id	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_table_privilege_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_sequence_privilege_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_table_privilege_id_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_sequence_privilege_id_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_sequence_privilege_name_id	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_sequence_privilege_name_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_table_privilege_id	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::control_int8_cash_lconv_skew	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_cash_by_zero	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::control_cash_out_lconv_skew	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_cash_grid	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_cash_pow2	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_int2_band16	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_flt8_grid	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_int4_band16	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_flt4_grid	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_int8_band16	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_int8_by_neg1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_div_int8_by_zero	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len0	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2_fd0	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2_fd1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2_fd10	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2_fd5	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2_fdbig	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len2_fdneg	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len3	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len4	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len5	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_in_len6	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_flt4_grid	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_flt8_c_zero	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
brin-minmax	proofs::eq_uuid_add_value_nulls	unmeasured-green	41	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_flt8_f_zero	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_flt8_grid	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_int2	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_int4	unmeasured-failed	11	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_mul_int8	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_band1e5_len	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_fd0	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_fd1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_fd10	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_fd5	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_fdbig	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_fdneg	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_group1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_group6	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_neg_p0	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_neg_p1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_neg_p2	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_neg_p3	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_neg_p4	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_neg_pdef	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::eq_has_table_privilege_name_name	unmeasured-timeout	602	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_pos_p0	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_pos_p2	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_pos_p4	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_spot_max	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_spot_min	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_spot_neg1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_out_spot_zero	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_recv	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_recv_short	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_send	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_groups	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_max	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_min	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_neg	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_one_cent	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_one_dollar	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_teens	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_cash_words_spot_zero	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_flt4_mul_cash_grid	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_flt8_mul_cash_grid	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int2_mul_cash	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd0	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd1	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd10	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd2	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd3	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd4	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd5	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd6	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fd7	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::probe_system_class_temp_toast	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::spot_database_temporary	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::spot_schema_usage_wgo	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::spot_table_select_wgo	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::spot_table_references	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
aclcheck	proofs::spot_table_list	unmeasured-timeout	601	600	NO-VERDICT	pgrust-kani-suite-1785474907-0cb7-22299
cash	proofs::eq_int4_cash_fdneg	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd10	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd9	unmeasured-failed	20	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int4_cash_fd8	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int4_cash_fd9	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int4_cash_fdbig	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fdneg	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int4_mul_cash	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd0	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd1	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_mul_cash	unmeasured-failed	10	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd2	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd3	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd4	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd5	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd6	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd7	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fd8	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::int_cash_fd_cells_cover	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::eq_int8_cash_fdbig	unmeasured-failed	30	600	NO-VERDICT	pgrust-kani-suite-1785474912-0808-22420
cash	proofs::rust_panics_cash_div_min_by_neg1	unmeasured-failed	10	600	VERIFICATION:- FAILED (encountered failures other than panics, which were unexpected)	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::control_time_scale_typmod_skew	unmeasured-failed	40	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::cover_make_date_year_bands	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_interval_avg_combine_core	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_time_scale_p6	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_time_scale_typmod_neg	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::control_make_date_day_skew	unmeasured-failed	50	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_time_scale_typmod_over	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_interval_avg_accum_inv_core	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_interval_avg_deserialize_fc	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_interval_avg_serialize_fc	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_interval_sum_fc	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_timetz_part_tz	unmeasured-failed	20	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_timetz_part_tz_hour	unmeasured-failed	20	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_make_date_bc_band	unmeasured-green	60	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_timetz_part_tz_minute	unmeasured-failed	20	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::control_interval_avg_serialize_swap	unmeasured-failed	70	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::control_overlaps_time_swap_skew	unmeasured-failed	10	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_date_finite	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::eq_timetz_scale_typmod_neg	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::spot_make_date	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::spot_time_scale	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::spot_timetz_part_tz_time_nonzero	unmeasured-failed	30	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::spot_timetz_scale	unmeasured-green	30	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	proofs::witness_interval_avg_deserialize_trailing	unmeasured-failed	30	600	VERIFICATION:- FAILED	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_date_mi	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_date_timestamp	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_datetimetz_timestamptz	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_hashdate	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_hashdate_extended	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_in_range_date_interval_noend	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_in_range_time_interval	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_interval_finite	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_interval_hash_ext_m0d0	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_interval_hash_m0d0	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_interval_time_err_plane	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_in_range_date_interval_m0d0	unmeasured-green	50	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_in_range_timetz_interval	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_interval_scale_typmod_neg	unmeasured-green	20	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_interval_hash_band	unmeasured-green	40	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
datetime-b	rem::eq_overlaps_time	unmeasured-green	10	600	VERIFICATION:- SUCCESSFUL	pgrust-kani-suite-1785474912-0808-22420
